Symbol,Date,Open,High,Low,Close,Volume,Category
GMRAIRPORT,2025-11-21,103.25,105.48999786376953,102.55000305175781,104.05000305175781,36348981,Mid Cap
ASHOKLEY,2025-11-21,146.5,146.77999877929688,143.7899932861328,144.69000244140625,10000126,Mid Cap
GAIL,2025-11-21,184.0,184.77999877929688,181.69000244140625,182.99000549316406,8935878,Mid Cap
UNIONBANK,2025-11-21,153.0,153.02000427246094,149.61000061035156,150.88999938964844,8112417,Mid Cap
INDUSINDBK,2025-11-21,832.2000122070312,856.7999877929688,830.5499877929688,846.5499877929688,7304277,Mid Cap
NHPC,2025-11-21,80.0,80.12000274658203,78.6500015258789,78.81999969482422,7143879,Mid Cap
NYKAA,2025-11-21,267.70001220703125,272.6499938964844,266.7699890136719,268.5199890136719,6910390,Mid Cap
BHEL,2025-11-21,285.0,285.25,281.29998779296875,282.5,6158061,Mid Cap
LTF,2025-11-21,290.20001220703125,292.8999938964844,288.20001220703125,288.70001220703125,5136118,Mid Cap
GODREJCP,2025-11-21,1120.0,1129.9000244140625,1114.0,1125.199951171875,4264130,Mid Cap
BSE,2025-11-21,2894.0,2915.0,2850.0,2858.300048828125,3733428,Mid Cap
INDUSTOWER,2025-11-21,399.70001220703125,402.1499938964844,395.5,397.0,3496760,Mid Cap
VBL,2025-11-21,450.8999938964844,450.8999938964844,444.79998779296875,447.6499938964844,3405925,Mid Cap
BIOCON,2025-11-21,395.45001220703125,401.8999938964844,395.0,396.8500061035156,3347854,Mid Cap
PAYTM,2025-11-21,1283.0,1292.0,1252.0,1265.800048828125,2793227,Mid Cap
ABCAPITAL,2025-11-21,327.0,328.8999938964844,324.20001220703125,325.6499938964844,2675376,Mid Cap
DABUR,2025-11-21,525.0499877929688,525.0499877929688,514.2999877929688,515.6500244140625,2659595,Mid Cap
RVNL,2025-11-21,319.04998779296875,319.04998779296875,313.6000061035156,314.0,2553693,Mid Cap
LUPIN,2025-11-21,2032.699951171875,2037.9000244140625,2021.199951171875,2029.4000244140625,2372365,Mid Cap
FORTIS,2025-11-21,937.7000122070312,938.0,914.4000244140625,921.0,2145029,Mid Cap
MPHASIS,2025-11-21,2734.89990234375,2777.199951171875,2713.5,2747.10009765625,2115687,Mid Cap
AMBUJACEM,2025-11-21,555.75,556.0499877929688,545.0,547.5499877929688,1960430,Mid Cap
CHOLAFIN,2025-11-21,1682.300048828125,1705.4000244140625,1655.0,1659.699951171875,1888116,Mid Cap
JUBLFOOD,2025-11-21,591.1500244140625,597.0,587.0,589.0499877929688,1887190,Mid Cap
AUBANK,2025-11-21,918.0,924.9000244140625,908.5999755859375,915.3499755859375,1756372,Mid Cap
MARICO,2025-11-21,733.3499755859375,743.0,733.0,739.9000244140625,1753855,Mid Cap
INDIANB,2025-11-21,882.3499755859375,883.0,850.2000122070312,851.7999877929688,1752546,Mid Cap
LICI,2025-11-21,909.0,910.0,899.25,902.4000244140625,1653223,Mid Cap
