Holding Name,Buying Price,Current Price,Number of Units,Total Amount,Perct Change
BSE,2385.0,2625.3,1,2625.3,10.08
LTF,275.59,300.9,40,12036.0,9.18
BEL,419.45,416.85,10,4168.5,-0.62
LAURUSLABS,900.05,1001.05,3,3003.15,11.22
BHEL,265.49,273.35,10,2733.5,2.96
NHPC,81.48,82.31,30,2469.3,1.02
Cash,472.6,472.6,1,472.6,0.0
