Holding Name,Buying Price,Current Price,Number of Units,Total Amount,Perct Change
BSE,2385.0,2898.3,1,2898.3,21.52
BEL,419.45,423.2,10,4232.0,0.89
LAURUSLABS,900.05,987.5,3,2962.5,9.72
BHEL,265.49,289.2,10,2892.0,8.93
CDSL,1617.6,1622.8,3,4868.4,0.32
Cash,4326.8,4326.8,1,9640.6,0.0
