Holding Name,Buying Price,Current Price,Number of Units,Total Amount,Perct Change
GMRAIRPORT,104.05,104.05,45,4682.25,0.0
BHEL,281.3,281.3,20,5626,0.0
BSE,2858.8,2858.8,2,5717.6,0.0
CDSL,1610.2,1610.2,2,3220.4,0.0
Cash,8253.95,8253.95,1,8253.95,0.0
