Holding Name,Buying Price,Current Price,Number of Units,Total Amount,Perct Change
GMRAIRPORT,108.4,103.06,40,4122.4,-4.93
LTF,311.2,300.45,20,6009.0,-3.45
RVNL,324.1,312.4,20,6248.0,-3.61
ABCAPITAL,357.6,349.4,10,3494.0,-2.29
NBCC,116.65,112.52,40,4500.8,-3.54
LAURUSLABS,1031.35,1013.5,1,1013.5,-1.73
Cash,868.95,868.95,1,868.95,0.0
